date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2019-03-27,8.6118,8.7201,8.4839,8.4839,39895763,39895763,-0.137789,-1.598,8.5423,"Mar 27, 19",-0.25180128934395146
2019-03-28,8.5134,8.6906,8.5036,8.6315,38914696,38914696,0.147631,1.74,8.6413,"Mar 28, 19",-0.23878438324029239
2019-03-29,8.6611,8.7496,8.5725,8.6414,33962755,33962755,0.009843,0.114,8.6334,"Mar 29, 19",-0.23791129807480305
2019-04-01,8.7201,8.8579,8.7201,8.8382,45653096,45653096,0.196842,2.278,8.8179,"Apr 1, 19",-0.2205554232699244
2019-04-02,8.8087,8.8874,8.7693,8.8677,30699413,30699413,0.029526,0.334,8.8339,"Apr 2, 19",-0.21795380585760782
2019-04-03,8.9268,9.1236,8.917,8.9858,56663558,56663558,0.118105,1.332,9.0242,"Apr 3, 19",-0.20753851716626548
2019-04-04,9.0646,9.1532,9.0351,9.0941,39483120,39483120,0.108264,1.205,9.0973,"Apr 4, 19",-0.1979874945983368
2019-04-05,9.0252,9.1236,8.9366,9.104,37854698,37854698,0.009842,0.108,9.0446,"Apr 5, 19",-0.1971144094328475
2019-04-08,9.0351,9.1728,9.0252,9.1532,26221135,26221135,0.04921,0.541,9.1281,"Apr 8, 19",-0.19277544073162775
2019-04-09,9.1236,9.2122,9.0252,9.0646,29879089,29879089,-0.088579,-0.968,9.071,"Apr 9, 19",-0.20058911201065338
2019-04-10,9.0843,9.2024,9.0547,9.1827,28469482,28469482,0.118106,1.303,9.1465,"Apr 10, 19",-0.19017382331931101
2019-04-11,9.2024,9.2614,9.1827,9.2417,26488106,26488106,0.059052,0.643,9.2352,"Apr 11, 19",-0.18497058849467773
2019-04-12,9.3205,9.4484,9.291,9.3008,38646020,38646020,0.059053,0.639,9.3429,"Apr 12, 19",-0.17975853462796867
2019-04-15,9.3303,9.35,9.1138,9.1827,41206747,41206747,-0.118105,-1.27,9.1655,"Apr 15, 19",-0.19017382331931101
2019-04-16,9.1728,9.2516,9.0941,9.2122,40949992,40949992,0.029526,0.322,9.1895,"Apr 16, 19",-0.18757220590699447
2019-04-17,9.2516,9.4287,9.2417,9.35,30688316,30688316,0.13779,1.496,9.354,"Apr 17, 19",-0.1754195659267491
2019-04-18,9.3697,9.4681,9.3303,9.3992,29843042,29843042,0.04921,0.526,9.4158,"Apr 18, 19",-0.17108059722552935
2019-04-22,9.4287,9.4287,9.3106,9.35,38718506,38718506,-0.04921,-0.524,9.345,"Apr 22, 19",-0.1754195659267491
2019-04-23,9.36,9.51,9.3,9.5,39493689,39493689,0.149995,1.604,9.4221,"Apr 23, 19",-0.16219100281327445
2019-04-24,9.45,9.61,9.4,9.57,39796303,39796303,0.07,0.737,9.5312,"Apr 24, 19",-0.1560176733603196
2019-04-25,9.52,9.53,9.34,9.4,52596747,52596747,-0.17,-1.776,9.4122,"Apr 25, 19",-0.17101004488892416
2019-04-26,10.03,10.45,9.95,10.41,156136698,156136698,1.01,10.745,10.3132,"Apr 26, 19",-0.08193771992486176
2019-04-29,10.36,10.39,10.07,10.32,62500522,62500522,-0.09,-0.865,10.2898,"Apr 29, 19",-0.08987485779294652
2019-04-30,10.29,10.5,10.27,10.45,46079308,46079308,0.13,1.26,10.4225,"Apr 30, 19",-0.07841010309460195
2019-05-01,10.48,10.5,10.29,10.3,41805504,41805504,-0.15,-1.435,10.3778,"May 1, 19",-0.09163866620807642
2019-05-02,10.3,10.35,10.2,10.34,34508446,34508446,0.04,0.388,10.2952,"May 2, 19",-0.08811104937781661
2019-05-03,10.37,10.45,10.3,10.41,36291243,36291243,0.07,0.677,10.4013,"May 3, 19",-0.08193771992486176
2019-05-06,10.12,10.42,10.12,10.37,28640578,28640578,-0.04,-0.384,10.3264,"May 6, 19",-0.08546533675512175
2019-05-07,10.33,10.41,10.3,10.38,41154485,41154485,0.01,0.096,10.3567,"May 7, 19",-0.08458343254755663
2019-05-08,10.38,10.45,10.31,10.34,33472200,33472200,-0.04,-0.385,10.3731,May 8,-0.08811104937781661
2019-05-09,10.26,10.3,10.07,10.2,43621299,43621299,-0.14,-1.354,10.1938,May 9,-0.1004577082837263
2019-05-10,10.32,10.41,10.2,10.38,37629526,37629526,0.18,1.765,10.3018,May 10,-0.08458343254755663
2019-05-13,10.17,10.26,10.04,10.08,51102054,51102054,-0.3,-2.89,10.1335,May 13,-0.11104055877450592
2019-05-14,10.15,10.29,10.13,10.24,31297221,31297221,0.16,1.587,10.2149,May 14,-0.09693009145346632
2019-05-15,10.21,10.4,10.04,10.36,44050200,44050200,0.12,1.172,10.3098,May 15,-0.0863472409626867
2019-05-16,10.3,10.44,10.3,10.4,32696980,32696980,0.04,0.386,10.3895,May 16,-0.08281962413242672
2019-05-17,10.32,10.44,10.24,10.29,34565393,34565393,-0.11,-1.058,10.3481,May 17,-0.09252057041564155
2019-05-20,10.3,10.3,10.2,10.28,29535935,29535935,-0.01,-0.097,10.2569,May 20,-0.0934024746232065
2019-05-21,10.31,10.31,10.15,10.24,30099324,30099324,-0.04,-0.389,10.2127,May 21,-0.09693009145346632
2019-05-22,10.17,10.21,9.93,9.97,51407182,51407182,-0.27,-2.637,10.0551,May 22,-0.12074150505772059
2019-05-23,9.85,9.85,9.67,9.85,43153773,43153773,-0.12,-1.204,9.7916,May 23,-0.13132435554850036
2019-05-24,9.92,9.95,9.8,9.83,22131457,22131457,-0.02,-0.203,9.8532,May 24,-0.13308816396363027
2019-05-28,9.87,9.9,9.77,9.78,27656181,27656181,-0.05,-0.509,9.8145,May 28,-0.1374976850014552
2019-05-29,9.69,9.75,9.55,9.71,32262552,32262552,-0.07,-0.716,9.6586,May 29,-0.1436710144544099
2019-05-30,9.74,9.84,9.68,9.74,24759571,24759571,0.03,0.309,9.7382,May 30,-0.14102530183171502
2019-05-31,9.48,9.54,9.325,9.52,48250384,48250384,-0.22,-2.259,9.4693,May 31,-0.1604271943981445
2019-06-03,9.62,9.65,9.46,9.61,39446800,39446800,0.09,0.945,9.5601,Jun 3,-0.15249005653005976
2019-06-04,9.73,9.95,9.72,9.92,37324130,37324130,0.31,3.226,9.8876,Jun 4,-0.12515102609554551
2019-06-05,9.87,9.92,9.65,9.78,42464814,42464814,-0.14,-1.411,9.7579,Jun 5,-0.1374976850014552
2019-06-06,9.72,9.82,9.66,9.75,28291063,28291063,-0.03,-0.307,9.7384,Jun 6,-0.14014339762415007
2019-06-07,9.76,9.82,9.7,9.76,18848704,18848704,0.01,0.103,9.7629,Jun 7,-0.1392614934165851
